IFR;PERC_D;PERC_K;MFI;UO;SUPRES;FUT
50,59 ;42,91 ;24,01 ;55,08 ;51,00 ;59,32 ;1
50,04 ;37,53 ;24,21 ;55,91 ;48,89 ;58,07 ;1
52,13 ;34,52 ;38,75 ;53,83 ;53,63 ;62,73 ;1
55,06 ;34,89 ;59,31 ;51,40 ;50,17 ;69,46 ;1
59,13 ;39,20 ;78,43 ;58,53 ;55,32 ;79,61 ;1
64,24 ;45,39 ;91,48 ;60,54 ;58,86 ;94,51 ;3
59,40 ;51,64 ;87,24 ;53,21 ;61,35 ;85,51 ;3
56,81 ;56,47 ;77,58 ;53,10 ;57,93 ;80,44 ;1
55,43 ;60,74 ;65,63 ;54,79 ;56,57 ;77,74 ;1
60,42 ;65,77 ;69,32 ;62,95 ;60,16 ;90,68 ;1
64,06 ;71,38 ;74,68 ;73,89 ;56,51 ;88,86 ;1
67,98 ;76,76 ;87,21 ;74,95 ;57,87 ;98,06 ;1
70,95 ;80,17 ;89,94 ;80,43 ;57,38 ;97,07 ;3
65,40 ;81,19 ;87,65 ;75,92 ;55,46 ;88,06 ;3
61,98 ;79,52 ;76,43 ;66,19 ;55,68 ;83,14 ;3
58,82 ;76,75 ;62,28 ;60,10 ;53,41 ;78,27 ;3
56,29 ;73,93 ;52,22 ;54,36 ;49,33 ;74,19 ;1
59,68 ;72,14 ;49,55 ;55,88 ;52,24 ;81,26 ;3
60,53 ;69,68 ;47,15 ;56,31 ;51,87 ;83,08 ;3
51,13 ;65,04 ;32,91 ;48,50 ;41,51 ;68,31 ;1
53,43 ;57,78 ;21,85 ;47,67 ;48,37 ;72,68 ;3
54,19 ;49,50 ;15,41 ;51,78 ;48,99 ;74,11 ;3
45,37 ;41,83 ;18,71 ;49,60 ;45,38 ;58,30 ;3
40,74 ;34,83 ;13,39 ;45,20 ;41,07 ;48,05 ;1
40,99 ;28,72 ;7,25 ;41,29 ;34,74 ;48,45 ;3
42,41 ;24,08 ;10,52 ;34,28 ;34,77 ;50,60 ;1
36,83 ;19,56 ;8,87 ;24,16 ;33,27 ;38,05 ;1
39,80 ;15,46 ;10,20 ;30,80 ;31,79 ;42,41 ;1
51,07 ;14,38 ;23,21 ;41,32 ;42,84 ;62,27 ;3
46,91 ;15,93 ;35,78 ;41,92 ;44,94 ;53,53 ;3
44,66 ;19,31 ;45,90 ;42,29 ;44,63 ;48,53 ;1
41,92 ;20,75 ;31,62 ;35,24 ;43,28 ;42,18 ;1
48,71 ;23,82 ;40,99 ;35,02 ;46,04 ;54,88 ;3
49,15 ;28,61 ;50,41 ;43,28 ;51,39 ;54,53 ;3
47,63 ;34,57 ;64,18 ;43,22 ;52,00 ;51,43 ;3
45,63 ;39,84 ;56,21 ;37,13 ;42,93 ;47,35 ;2
46,16 ;43,72 ;45,13 ;38,81 ;43,93 ;48,25 ;1
47,87 ;46,21 ;45,68 ;38,43 ;51,73 ;51,02 ;3
47,44 ;47,80 ;50,07 ;40,80 ;57,80 ;50,29 ;1
49,29 ;49,65 ;62,57 ;47,91 ;51,24 ;53,06 ;1
48,22 ;53,06 ;62,33 ;48,93 ;50,68 ;51,43 ;1
55,07 ;56,89 ;75,44 ;49,81 ;55,51 ;62,04 ;3
49,78 ;59,02 ;69,59 ;41,47 ;52,36 ;54,12 ;1
51,08 ;59,90 ;72,09 ;48,52 ;53,33 ;49,67 ;3
54,26 ;61,52 ;70,77 ;55,78 ;53,02 ;52,17 ;3
51,31 ;64,90 ;75,53 ;55,81 ;50,76 ;46,55 ;3
45,41 ;66,62 ;61,23 ;48,16 ;45,19 ;35,06 ;1
45,95 ;65,10 ;36,39 ;47,90 ;44,81 ;35,98 ;1
47,78 ;60,94 ;25,08 ;49,30 ;43,06 ;39,02 ;1
56,50 ;59,29 ;47,51 ;58,42 ;55,22 ;55,79 ;2
58,53 ;59,06 ;73,31 ;65,52 ;59,79 ;60,37 ;3
55,37 ;60,98 ;86,94 ;65,96 ;56,08 ;55,18 ;1
52,78 ;61,65 ;78,06 ;57,94 ;54,77 ;50,81 ;1
53,17 ;61,44 ;68,88 ;49,99 ;58,62 ;51,52 ;1
60,23 ;61,53 ;76,38 ;56,24 ;66,83 ;65,96 ;1
60,23 ;64,55 ;88,42 ;51,87 ;64,78 ;65,89 ;1
63,47 ;71,37 ;97,74 ;60,23 ;64,49 ;72,89 ;2
62,85 ;78,66 ;90,71 ;61,10 ;58,97 ;71,23 ;2
63,14 ;82,73 ;84,11 ;53,69 ;60,87 ;69,95 ;2
64,27 ;83,65 ;81,64 ;61,75 ;62,45 ;70,72 ;3
61,55 ;82,97 ;80,81 ;59,91 ;60,45 ;67,03 ;2
55,86 ;82,29 ;71,94 ;53,41 ;48,72 ;58,78 ;1
57,26 ;81,09 ;58,04 ;59,29 ;48,02 ;61,49 ;1
61,55 ;78,96 ;57,19 ;57,42 ;47,12 ;70,35 ;3
64,13 ;76,82 ;69,20 ;56,34 ;51,34 ;76,26 ;3
56,85 ;73,46 ;67,52 ;56,72 ;45,23 ;65,80 ;1
55,25 ;69,20 ;52,39 ;56,98 ;48,14 ;63,34 ;1
58,97 ;64,69 ;43,49 ;63,36 ;54,76 ;70,72 ;1
61,16 ;61,88 ;56,33 ;64,11 ;55,80 ;74,34 ;1
72,36 ;61,82 ;80,28 ;69,76 ;68,94 ;100,00 ;3
70,23 ;63,56 ;87,57 ;70,61 ;63,00 ;92,03 ;3
71,15 ;67,28 ;91,51 ;71,44 ;61,99 ;94,95 ;3
62,64 ;69,84 ;80,25 ;69,06 ;57,32 ;82,95 ;1
65,43 ;70,94 ;79,11 ;68,02 ;60,36 ;90,45 ;3
65,72 ;71,95 ;76,67 ;75,71 ;61,80 ;91,12 ;3
61,25 ;74,60 ;76,18 ;74,47 ;59,22 ;84,63 ;3
53,36 ;76,16 ;57,52 ;66,24 ;46,95 ;71,54 ;1
54,88 ;73,98 ;36,78 ;67,00 ;49,01 ;74,73 ;1
53,47 ;67,23 ;19,49 ;61,85 ;48,57 ;72,34 ;1
63,03 ;61,82 ;38,83 ;67,67 ;62,21 ;94,65 ;1
63,76 ;58,20 ;58,99 ;72,82 ;59,19 ;93,51 ;1
63,68 ;57,73 ;76,02 ;74,30 ;50,54 ;85,84 ;3
56,52 ;55,74 ;61,16 ;67,07 ;49,76 ;75,82 ;2
57,25 ;52,58 ;48,24 ;64,36 ;50,30 ;77,24 ;1
58,33 ;48,86 ;42,67 ;61,71 ;49,35 ;79,26 ;2
60,73 ;47,96 ;49,44 ;60,65 ;54,44 ;83,81 ;2
55,11 ;49,21 ;48,03 ;61,28 ;42,88 ;76,33 ;1
58,15 ;52,36 ;47,85 ;54,86 ;44,26 ;81,79 ;1
55,17 ;51,95 ;35,18 ;56,45 ;44,83 ;77,75 ;1
61,95 ;50,40 ;44,96 ;64,22 ;54,58 ;90,79 ;3
56,01 ;47,14 ;46,72 ;64,62 ;51,16 ;82,30 ;3
48,54 ;45,00 ;41,89 ;57,05 ;44,96 ;69,65 ;1
52,47 ;43,47 ;34,46 ;55,94 ;46,99 ;76,94 ;1
52,90 ;42,40 ;33,11 ;55,09 ;45,57 ;77,75 ;1
55,61 ;42,82 ;53,16 ;48,67 ;48,32 ;82,80 ;2
56,04 ;44,30 ;61,34 ;46,87 ;53,82 ;83,61 ;3
58,09 ;47,10 ;73,11 ;56,76 ;51,32 ;87,35 ;3
55,82 ;51,52 ;74,97 ;48,42 ;54,23 ;84,32 ;3
52,51 ;54,41 ;70,90 ;44,25 ;59,65 ;79,77 ;3
48,90 ;55,46 ;56,23 ;38,37 ;50,89 ;73,26 ;2
46,89 ;55,39 ;41,23 ;38,51 ;56,45 ;70,07 ;3
44,78 ;54,20 ;23,78 ;39,36 ;49,90 ;66,68 ;3
44,05 ;51,71 ;10,69 ;32,51 ;45,85 ;65,51 ;3
35,42 ;46,07 ;2,34 ;24,53 ;35,98 ;47,75 ;2
37,67 ;39,85 ;5,38 ;25,31 ;37,81 ;50,60 ;3
34,17 ;32,34 ;5,53 ;26,26 ;31,05 ;42,82 ;1
43,76 ;26,12 ;18,99 ;34,21 ;43,36 ;56,07 ;3
40,65 ;20,83 ;23,33 ;31,88 ;39,91 ;49,61 ;2
42,15 ;18,70 ;37,05 ;32,90 ;40,04 ;51,80 ;2
39,72 ;17,68 ;32,01 ;25,86 ;38,70 ;46,41 ;2
41,89 ;18,97 ;35,42 ;22,29 ;42,09 ;48,84 ;3
41,47 ;21,98 ;37,73 ;24,85 ;42,60 ;48,06 ;3
40,66 ;26,79 ;45,68 ;29,24 ;47,03 ;46,60 ;3
37,40 ;30,59 ;39,59 ;30,77 ;35,94 ;40,57 ;3
29,66 ;32,72 ;24,70 ;30,03 ;31,68 ;22,36 ;2
33,48 ;32,36 ;15,70 ;29,35 ;36,91 ;27,06 ;2
33,48 ;31,70 ;17,41 ;31,06 ;39,59 ;27,06 ;2
32,89 ;30,14 ;23,01 ;32,68 ;44,47 ;25,72 ;1
34,95 ;29,22 ;23,79 ;38,91 ;46,79 ;27,95 ;1
32,78 ;27,69 ;21,58 ;46,11 ;45,16 ;23,48 ;1
51,57 ;28,72 ;47,00 ;48,06 ;57,08 ;38,37 ;1
51,10 ;31,18 ;67,81 ;51,45 ;66,96 ;37,41 ;1
51,64 ;37,05 ;92,50 ;57,60 ;65,33 ;38,50 ;1
57,41 ;44,61 ;92,66 ;66,48 ;68,50 ;51,02 ;1
59,99 ;53,57 ;96,33 ;67,25 ;71,06 ;57,28 ;2
56,70 ;62,16 ;94,77 ;65,99 ;65,62 ;51,70 ;1
60,92 ;70,12 ;94,61 ;68,62 ;70,99 ;61,91 ;2
62,39 ;77,89 ;93,71 ;73,63 ;67,49 ;65,71 ;2
63,71 ;86,25 ;96,86 ;83,01 ;71,63 ;69,11 ;2
63,42 ;91,58 ;94,95 ;81,02 ;70,99 ;68,71 ;2
58,25 ;93,61 ;86,09 ;74,88 ;64,44 ;61,22 ;1
59,29 ;91,92 ;77,26 ;78,71 ;57,42 ;63,40 ;1
61,79 ;89,96 ;75,08 ;78,98 ;63,52 ;68,71 ;1
65,69 ;88,41 ;82,34 ;79,39 ;64,77 ;77,82 ;2
65,37 ;87,41 ;85,77 ;78,40 ;58,57 ;77,41 ;2
65,79 ;86,24 ;84,08 ;72,17 ;59,57 ;78,37 ;2
61,21 ;83,94 ;72,98 ;64,29 ;55,54 ;72,93 ;2
63,40 ;81,11 ;71,43 ;63,12 ;57,00 ;77,28 ;2
63,68 ;78,42 ;70,75 ;55,99 ;61,29 ;77,82 ;2
55,44 ;75,83 ;62,81 ;55,66 ;52,61 ;67,89 ;1
57,70 ;73,31 ;54,58 ;46,72 ;50,97 ;71,70 ;1
63,60 ;71,70 ;60,60 ;48,85 ;58,65 ;82,99 ;3
65,47 ;71,68 ;82,15 ;51,10 ;62,12 ;87,07 ;3
51,87 ;69,84 ;69,14 ;50,57 ;52,82 ;67,76 ;2
50,83 ;64,77 ;38,51 ;51,41 ;48,89 ;65,98 ;1
50,41 ;58,18 ;13,70 ;44,67 ;51,51 ;65,30 ;1
53,00 ;52,81 ;23,10 ;43,81 ;56,13 ;69,52 ;1
58,49 ;50,12 ;46,51 ;43,98 ;58,66 ;79,46 ;2
61,23 ;50,36 ;64,97 ;44,65 ;53,47 ;85,03 ;2
59,18 ;52,73 ;75,93 ;44,39 ;46,20 ;82,31 ;2
59,18 ;54,40 ;75,57 ;45,49 ;57,09 ;82,31 ;2
58,61 ;53,29 ;72,20 ;39,53 ;62,44 ;81,63 ;2
60,65 ;53,93 ;74,90 ;45,08 ;59,78 ;85,03 ;3
52,80 ;57,23 ;68,15 ;45,06 ;56,88 ;82,59 ;2
49,64 ;61,45 ;51,73 ;48,82 ;47,55 ;77,83 ;2
46,11 ;61,63 ;24,74 ;39,66 ;41,46 ;72,17 ;1
49,66 ;57,96 ;13,43 ;35,92 ;43,92 ;77,38 ;1
54,21 ;53,23 ;22,43 ;44,39 ;47,93 ;84,67 ;1
60,15 ;50,99 ;55,76 ;52,24 ;52,58 ;95,83 ;2
59,70 ;51,68 ;81,81 ;53,64 ;52,89 ;95,24 ;2
64,32 ;54,66 ;98,96 ;56,03 ;60,05 ;100,00 ;2
61,40 ;56,59 ;92,26 ;55,24 ;60,07 ;93,28 ;1
63,81 ;59,15 ;91,26 ;46,53 ;70,49 ;97,94 ;1
66,14 ;63,37 ;89,69 ;55,14 ;73,20 ;98,29 ;2
69,25 ;71,21 ;95,24 ;64,68 ;73,78 ;98,64 ;2
64,85 ;79,77 ;90,54 ;58,64 ;63,46 ;92,06 ;1
67,69 ;87,16 ;88,88 ;62,01 ;66,08 ;97,47 ;1
71,31 ;90,96 ;90,02 ;70,13 ;69,04 ;100,00 ;1
75,49 ;92,17 ;92,70 ;73,16 ;72,66 ;95,27 ;3
70,00 ;90,93 ;87,75 ;71,61 ;64,88 ;90,74 ;2
65,43 ;89,12 ;76,00 ;65,85 ;59,00 ;86,70 ;2
66,13 ;86,46 ;67,26 ;61,61 ;58,81 ;87,88 ;2
69,09 ;83,90 ;66,73 ;61,09 ;64,49 ;93,10 ;3
65,93 ;80,70 ;66,42 ;60,95 ;59,33 ;90,44 ;3
66,36 ;78,20 ;68,04 ;54,74 ;54,07 ;91,13 ;3
56,20 ;74,02 ;51,22 ;49,79 ;45,08 ;81,97 ;1
62,29 ;69,59 ;50,24 ;55,20 ;56,89 ;90,94 ;1
65,46 ;65,94 ;59,84 ;54,30 ;62,14 ;96,45 ;1
65,85 ;65,06 ;79,82 ;53,36 ;59,64 ;96,01 ;1
69,90 ;66,84 ;91,96 ;63,49 ;62,55 ;99,25 ;2
72,63 ;69,43 ;90,64 ;62,57 ;63,98 ;97,15 ;2
73,32 ;72,54 ;94,68 ;60,51 ;65,62 ;98,53 ;1
73,32 ;75,61 ;94,09 ;55,38 ;72,60 ;98,53 ;1
71,63 ;78,53 ;94,28 ;57,57 ;67,91 ;97,33 ;1
78,82 ;83,06 ;92,01 ;72,25 ;68,93 ;95,12 ;1
79,69 ;87,54 ;90,53 ;78,58 ;69,49 ;97,09 ;1
79,09 ;90,86 ;89,75 ;69,82 ;69,63 ;96,74 ;1
82,77 ;92,14 ;91,34 ;75,79 ;72,09 ;97,73 ;3
72,82 ;91,27 ;84,12 ;70,20 ;67,18 ;91,55 ;1
73,83 ;89,74 ;76,81 ;76,39 ;61,75 ;90,61 ;1
77,02 ;87,57 ;75,15 ;76,89 ;63,38 ;96,73 ;3
70,10 ;85,39 ;74,52 ;70,36 ;54,09 ;89,94 ;3
72,07 ;83,50 ;77,22 ;64,84 ;54,09 ;92,95 ;3
57,25 ;78,99 ;51,43 ;57,75 ;43,08 ;78,42 ;1
47,15 ;72,42 ;31,41 ;48,25 ;35,66 ;62,77 ;1
60,65 ;65,84 ;30,53 ;51,80 ;46,76 ;88,74 ;3
53,22 ;60,14 ;40,05 ;48,14 ;43,97 ;74,48 ;1
58,26 ;57,56 ;60,95 ;52,94 ;48,47 ;87,33 ;2
60,16 ;56,16 ;64,18 ;49,37 ;51,85 ;92,37 ;1
61,14 ;56,77 ;80,65 ;49,29 ;53,44 ;95,21 ;1
59,70 ;58,14 ;86,86 ;48,74 ;58,45 ;92,64 ;1
64,06 ;59,86 ;92,64 ;48,98 ;66,18 ;100,00 ;3
62,24 ;64,51 ;93,28 ;49,62 ;60,16 ;95,73 ;3
60,54 ;71,00 ;89,81 ;41,02 ;64,73 ;91,97 ;3
52,24 ;75,35 ;69,76 ;33,70 ;51,08 ;77,65 ;1
54,19 ;77,17 ;56,42 ;32,51 ;51,23 ;81,79 ;1
59,67 ;76,65 ;56,21 ;39,56 ;54,32 ;94,54 ;2
61,78 ;77,99 ;76,26 ;45,12 ;59,55 ;100,00 ;3
56,92 ;77,68 ;77,91 ;47,02 ;50,47 ;87,73 ;2
57,64 ;76,09 ;72,54 ;40,16 ;51,65 ;89,31 ;2
57,64 ;72,44 ;59,75 ;43,20 ;55,53 ;89,31 ;2
59,10 ;69,31 ;65,15 ;40,73 ;60,98 ;92,24 ;2
60,02 ;67,20 ;70,83 ;34,76 ;64,80 ;94,06 ;2
61,13 ;68,24 ;79,07 ;35,06 ;60,61 ;96,20 ;3
55,65 ;69,58 ;68,50 ;36,46 ;50,09 ;89,15 ;2
57,58 ;70,01 ;60,08 ;34,28 ;63,86 ;92,48 ;2
54,36 ;66,03 ;40,44 ;41,70 ;54,42 ;88,28 ;2
56,96 ;62,81 ;48,98 ;50,21 ;55,65 ;92,13 ;3
54,50 ;59,46 ;42,36 ;54,23 ;54,38 ;88,87 ;3
53,18 ;57,21 ;39,50 ;58,62 ;47,14 ;87,13 ;3
47,53 ;52,24 ;20,37 ;46,64 ;38,02 ;79,23 ;2
48,77 ;46,33 ;17,64 ;38,21 ;41,13 ;80,90 ;2
46,31 ;39,36 ;16,36 ;39,13 ;39,20 ;77,41 ;1
48,76 ;34,34 ;23,35 ;45,72 ;44,17 ;80,48 ;1
53,57 ;31,56 ;35,05 ;50,70 ;47,12 ;86,96 ;2
55,92 ;33,25 ;55,60 ;51,71 ;50,01 ;90,36 ;2
58,61 ;36,59 ;79,05 ;58,48 ;54,35 ;94,43 ;3
58,72 ;42,13 ;92,23 ;51,11 ;64,97 ;94,58 ;3
56,44 ;48,26 ;94,70 ;50,50 ;63,53 ;92,15 ;3
46,29 ;53,82 ;70,41 ;38,10 ;52,03 ;77,71 ;2
46,29 ;57,04 ;46,59 ;30,56 ;52,41 ;77,71 ;2
42,94 ;57,56 ;21,09 ;23,53 ;44,06 ;72,39 ;1
51,00 ;58,22 ;29,28 ;28,66 ;51,08 ;83,09 ;2
51,63 ;58,58 ;38,28 ;33,03 ;49,65 ;84,04 ;2
53,13 ;58,75 ;57,16 ;38,61 ;48,71 ;85,35 ;2
53,20 ;56,80 ;61,47 ;40,58 ;48,34 ;84,66 ;1
51,59 ;53,44 ;61,98 ;41,22 ;55,56 ;82,54 ;1
60,17 ;51,13 ;73,89 ;41,64 ;61,17 ;96,51 ;1
63,40 ;52,48 ;82,59 ;43,88 ;67,97 ;96,43 ;1
67,45 ;57,95 ;95,83 ;46,61 ;67,73 ;98,66 ;2
68,74 ;66,05 ;94,00 ;48,43 ;69,06 ;97,69 ;2
69,81 ;73,14 ;93,10 ;55,70 ;66,48 ;95,58 ;2
70,67 ;78,95 ;90,49 ;61,53 ;64,86 ;95,83 ;2
71,12 ;82,53 ;89,39 ;67,84 ;70,35 ;96,70 ;2
73,93 ;86,00 ;92,72 ;77,05 ;69,06 ;99,24 ;2
72,44 ;89,47 ;93,25 ;85,50 ;67,97 ;96,60 ;2
69,63 ;91,23 ;89,73 ;76,69 ;63,98 ;94,61 ;2
72,32 ;91,91 ;88,68 ;77,59 ;65,26 ;98,76 ;3
74,70 ;91,16 ;89,09 ;78,34 ;70,31 ;97,79 ;3
65,47 ;89,80 ;81,72 ;73,98 ;66,99 ;90,19 ;3
51,90 ;85,35 ;53,07 ;69,35 ;52,41 ;74,72 ;3
45,66 ;78,03 ;24,59 ;62,63 ;45,08 ;62,57 ;3
39,80 ;68,90 ;7,24 ;54,90 ;42,70 ;51,10 ;3
37,37 ;59,51 ;8,24 ;47,33 ;42,57 ;45,71 ;1
38,05 ;50,33 ;10,63 ;47,22 ;40,62 ;46,61 ;1
38,00 ;41,79 ;12,89 ;47,05 ;35,68 ;46,51 ;1
48,48 ;34,30 ;21,20 ;47,69 ;43,87 ;61,08 ;3
48,86 ;27,76 ;30,29 ;53,12 ;46,19 ;61,68 ;3
47,97 ;23,10 ;39,75 ;46,37 ;47,16 ;60,28 ;3
36,34 ;20,45 ;29,26 ;36,90 ;42,09 ;37,62 ;1
34,55 ;20,53 ;25,25 ;36,12 ;44,99 ;33,13 ;1
37,85 ;22,40 ;24,10 ;35,82 ;43,76 ;37,62 ;1
44,41 ;26,15 ;41,97 ;37,47 ;47,32 ;47,41 ;3
44,25 ;30,73 ;51,88 ;38,17 ;43,53 ;47,11 ;1
49,30 ;36,44 ;64,26 ;48,08 ;52,63 ;55,09 ;1
47,79 ;41,62 ;67,87 ;55,13 ;53,59 ;52,50 ;1
56,39 ;47,15 ;79,98 ;62,47 ;64,62 ;63,06 ;1
60,50 ;52,53 ;88,19 ;70,16 ;67,50 ;73,53 ;3
59,84 ;59,87 ;95,38 ;70,04 ;67,89 ;72,38 ;3
55,18 ;66,92 ;88,64 ;64,23 ;63,87 ;61,37 ;2
51,53 ;72,65 ;75,70 ;57,76 ;62,06 ;53,91 ;2
53,93 ;75,62 ;68,71 ;58,15 ;58,49 ;59,38 ;2
55,66 ;77,59 ;69,62 ;57,64 ;62,83 ;63,35 ;2
54,97 ;78,34 ;70,96 ;66,26 ;60,06 ;62,11 ;1
56,14 ;78,28 ;67,36 ;75,18 ;54,08 ;64,60 ;1
60,77 ;77,23 ;70,54 ;76,40 ;57,26 ;75,03 ;1
59,56 ;75,50 ;72,58 ;76,56 ;56,90 ;73,17 ;1
63,05 ;74,21 ;83,80 ;82,45 ;61,96 ;81,37 ;1
68,94 ;74,00 ;86,76 ;82,85 ;64,83 ;97,65 ;2
67,74 ;75,86 ;92,43 ;83,44 ;59,08 ;93,61 ;2
69,62 ;78,46 ;92,10 ;83,80 ;61,31 ;95,69 ;3
64,26 ;80,16 ;84,92 ;74,81 ;56,98 ;88,59 ;2
61,11 ;80,74 ;76,15 ;68,87 ;55,96 ;84,17 ;2
58,90 ;80,18 ;62,33 ;68,64 ;57,01 ;81,02 ;1
60,55 ;78,58 ;56,18 ;67,97 ;55,28 ;84,40 ;1
66,24 ;77,91 ;66,53 ;68,13 ;56,42 ;97,56 ;2
64,64 ;76,86 ;74,31 ;73,30 ;55,47 ;94,04 ;3
61,87 ;75,59 ;75,40 ;68,25 ;52,59 ;90,48 ;1
57,27 ;71,45 ;55,11 ;63,17 ;50,49 ;84,29 ;1
60,33 ;66,77 ;50,01 ;56,71 ;55,82 ;90,25 ;1
66,45 ;63,89 ;59,03 ;57,53 ;62,96 ;95,79 ;2
66,01 ;63,92 ;76,37 ;50,97 ;60,92 ;95,26 ;2
63,00 ;65,73 ;78,63 ;40,93 ;49,96 ;88,98 ;1
64,98 ;67,92 ;75,90 ;32,83 ;54,44 ;92,86 ;2
69,22 ;69,49 ;80,68 ;30,92 ;59,33 ;99,50 ;2
69,61 ;71,14 ;89,11 ;38,88 ;62,37 ;96,74 ;2
69,61 ;73,15 ;93,53 ;38,32 ;61,13 ;96,74 ;2
71,48 ;77,25 ;91,99 ;45,54 ;60,09 ;97,67 ;2
69,64 ;81,51 ;88,40 ;46,77 ;57,44 ;95,74 ;2
70,56 ;84,67 ;87,38 ;39,91 ;65,54 ;97,41 ;2
71,74 ;85,80 ;86,60 ;40,72 ;63,94 ;98,08 ;2
75,23 ;87,31 ;92,22 ;49,02 ;66,02 ;99,22 ;2
75,62 ;89,22 ;93,09 ;54,69 ;68,69 ;97,97 ;2
71,71 ;90,00 ;87,68 ;54,60 ;62,41 ;95,36 ;2
72,76 ;89,37 ;83,41 ;51,82 ;61,99 ;97,05 ;2
74,72 ;88,16 ;82,64 ;61,58 ;64,21 ;97,86 ;2
76,07 ;87,58 ;86,79 ;73,29 ;63,99 ;97,50 ;3
67,39 ;86,61 ;79,66 ;67,73 ;57,07 ;92,41 ;3
63,20 ;84,09 ;64,75 ;60,43 ;51,49 ;89,66 ;3
54,41 ;78,47 ;35,96 ;54,84 ;44,15 ;83,04 ;2
56,63 ;71,61 ;30,48 ;54,53 ;54,11 ;85,30 ;3
52,41 ;64,29 ;27,23 ;54,41 ;51,76 ;81,83 ;3
49,99 ;58,49 ;35,49 ;53,89 ;48,10 ;79,73 ;3
34,15 ;51,45 ;20,00 ;51,39 ;37,10 ;60,19 ;2
32,86 ;43,52 ;11,27 ;45,00 ;36,13 ;57,93 ;1
45,25 ;35,47 ;14,37 ;44,69 ;42,06 ;70,45 ;3
38,70 ;28,73 ;18,98 ;40,17 ;40,36 ;59,79 ;3
33,96 ;23,47 ;17,49 ;38,70 ;30,73 ;50,26 ;3
27,27 ;20,33 ;7,62 ;32,38 ;27,59 ;32,49 ;1
33,96 ;18,14 ;10,83 ;31,90 ;35,00 ;40,97 ;1
30,95 ;17,27 ;19,41 ;18,96 ;44,34 ;32,66 ;1
30,89 ;16,47 ;28,23 ;26,23 ;47,18 ;32,49 ;1
42,37 ;18,85 ;41,50 ;32,86 ;47,75 ;48,64 ;3
39,71 ;23,11 ;49,56 ;33,26 ;49,05 ;42,59 ;3
39,71 ;27,81 ;56,71 ;33,91 ;50,71 ;42,59 ;3
37,18 ;31,47 ;51,90 ;28,90 ;52,92 ;36,93 ;3
32,95 ;34,65 ;46,06 ;27,97 ;47,09 ;26,36 ;3
30,71 ;37,70 ;35,08 ;28,72 ;45,40 ;20,06 ;3
26,68 ;38,58 ;18,80 ;29,85 ;37,22 ;7,06 ;3
24,52 ;37,54 ;10,02 ;23,20 ;30,05 ;5,23 ;1
21,69 ;34,74 ;3,06 ;23,29 ;28,37 ;0,00 ;1
36,39 ;31,82 ;15,24 ;29,91 ;41,00 ;19,91 ;1
35,14 ;28,84 ;22,69 ;37,61 ;41,05 ;16,42 ;1
37,04 ;26,48 ;35,47 ;28,60 ;48,81 ;19,27 ;1
35,40 ;24,65 ;35,43 ;37,70 ;42,10 ;15,06 ;3
